id,latitude,longitude,part_nmbr,serial_nmbr,information,information2,dimension,weight,origin,mobileapp_version_number,gps_precision,gps_age,gps_altitude,organizations_id,users_id,created,modified,modified_merged,crud,deleted,modified_timezone,object_categories_id,object_types_id,object_events_id,object_statuses_id,Detected
412404694,56.307826430837,10.628320905894,,,,,,,MobileApp,6.1.6229,0,1591616493625,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:47,2020-06-08T11:41:33,U,,2020-06-08T11:41:33,100533,301432,500772,701063,42069
412404695,56.307800077765,10.628578144529,,,,,,,MobileApp,6.1.6229,0,1591616486054,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:47,2020-06-08T11:41:26,U,,2020-06-08T11:41:26,100533,301432,500772,701063,42069
412404696,56.307774843574,10.628825794302,,,,,,,MobileApp,6.1.6229,0,1591616478785,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:47,2020-06-08T11:41:18,U,,2020-06-08T11:41:18,100533,301432,500772,701063,42069
412404697,56.307750011282,10.629060702324,,,,,,,MobileApp,6.1.6229,0,1591616473137,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:47,2020-06-08T11:41:13,U,,2020-06-08T11:41:13,100533,301432,500772,701063,42069
412404698,56.307639395884,10.628134293484,,,,,,,MobileApp,6.1.6368,0,1586888836374,0,241136,630302021,2020-04-14T18:27:50,2020-04-14T18:27:50,2020-04-14T18:27:16,C,,2020-04-14T18:27:16,100533,301432,500772,701063,42069
412404699,56.307599115765,10.628523996249,,,,,,,MobileApp,6.1.6368,0,1586888844113,0,241136,630302021,2020-04-14T18:27:50,2020-04-14T18:27:50,2020-04-14T18:27:24,C,,2020-04-14T18:27:24,100533,301432,500772,701063,42069
412404700,56.307568471036,10.628831491869,,,,,,,MobileApp,6.1.6368,0,1586888852034,0,241136,630302021,2020-04-14T18:27:50,2020-04-14T18:27:50,2020-04-14T18:27:32,C,,2020-04-14T18:27:32,100533,301432,500772,701063,42069
412404701,56.307588408308,10.629043813424,,,,,,,MobileApp,6.1.6229,0,1591616466327,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:47,2020-06-08T11:41:06,U,,2020-06-08T11:41:06,100533,301432,500772,701063,42069
412404702,56.307580324712,10.629242396595,,,,,,,MobileApp,6.1.6229,0,1591616460815,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:47,2020-06-08T11:41:00,U,,2020-06-08T11:41:00,100533,301432,500772,701063,42069
412404703,56.307514666401,10.629520596508,,,,,,,MobileApp,6.1.6368,0,1586888878949,0,241136,630302021,2020-04-14T18:42:59,2020-04-14T18:42:59,2020-04-14T18:27:58,C,,2020-04-14T18:27:58,100533,301432,500772,701063,42069
412404704,56.307693455778,10.629590947646,,,,,,,MobileApp,6.1.6368,0,1586888895122,0,241136,630302021,2020-04-14T18:42:59,2020-04-14T18:42:59,2020-04-14T18:28:15,C,,2020-04-14T18:28:15,100533,301432,500772,701063,42069
412404705,56.307685585116,10.629698635079,,,,,,,MobileApp,6.1.6368,0,1586888898477,0,241136,630302021,2020-04-14T18:42:59,2020-04-14T18:42:59,2020-04-14T18:28:18,C,,2020-04-14T18:28:18,100533,301432,500772,701063,42069
412404706,56.307694798066,10.630038692559,,,,,,,MobileApp,6.1.6229,0,1591132255772,0,241136,630302026,2020-04-14T18:42:59,2020-06-02T21:15:14,2020-06-02T21:10:55,U,,2020-06-02T21:10:55,100533,301432,500772,701063,42069
412404707,56.307625133737,10.630302167051,,,,,,,MobileApp,6.1.6229,0,1591132265385,0,241136,630302026,2020-04-14T18:42:59,2020-06-02T21:15:14,2020-06-02T21:11:05,U,,2020-06-02T21:11:05,100533,301432,500772,701063,42069
412404708,56.307676327029,10.63111712092,,,,,,,MobileApp,6.1.6373,0,1586937655440,0,241136,630302021,2020-04-14T18:42:59,2020-04-15T08:07:24,2020-04-15T08:00:55,U,,2020-04-15T08:00:55,100533,301432,500772,701063,42069
412404709,56.307332918868,10.631302637719,,,,,,,MobileApp,6.1.6368,0,1586888953038,0,241136,630302021,2020-04-14T18:42:59,2020-04-14T18:42:59,2020-04-14T18:29:13,C,,2020-04-14T18:29:13,100533,301432,500772,701063,42069
